apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
dw8sbjh,Wesley St. Claire,3350 Sweetwater Rd,Lawrenceville,GA,30044,844-447-4364,6,10,4,33.94866,-84.11492,"'You will Quickly Fall In Love with the Relaxed, Suburban Living at Wesley St.Claire Apartment Homes. We Offer One, Two and Three Bedroom Apartments Outfitted with the Comforts and Conveniences you need.Come Live in a Comfortable Retreat near the Best Shopping, Dining and Entertainment in Lawrenceville, GA with Convenient Access to Atlanta. Reserve your New Apartment Home Now or Schedule a Tour to Come Visit Us Today!'"
xrd6csp,Wesley St. James,7785 Roswell Rd,Atlanta,GA,30350,404-920-4131,6,5,3.8,33.9664,-84.35916,"'Wesley St. James Apartments is a Beautiful Community that will meet all of your Needs and Expectations. Once you select your One, Two or Three Bedroom Apartment Home, you will Experience the Luxury Living you Deserve. Ideally Located in Atlanta, GA, about 4 Miles from I-285, and Near an Abundance of Shopping and Entertainment Opportunities. Wesley St. James Offers a 6-Star Customer Service Pledge as we Promise to Uphold One of the Most Trusted Names in Real Estate Today with an Uncompromising Commitment to Well-Designed Apartment Homes and Only the Highest Level of Resident Satisfaction.We Welcome you to Schedule your Personal Tour of our Apartment Homes Today!'"
k8312yc,Lealand Place,2945 Cruse Rd,Lawrenceville,GA,30044,888-456-1705,18,5,4.0,33.93664,-84.09062,"""Here at Lealand Place Apartments, you'll experience peaceful living with all the best in location and comfort. Nearby, you will find many great dining, shopping, and entertainment options, including Lawrenceville Seafood, Kroger, Sugarloaf Mills Shopping Center, Infinite Energy Center, and historic downtown Lawrenceville. Lealand Place Apartments is also located near several area schools and employers, such as Bethesda Elementary School, Sweetwater Middle School, and UGA Gwinnett Campus. You can access all areas of town with ease, as we are located just minutes from I-85.Lealand Place Apartments offers many amenities to make sure you enjoy your time here with us! Stay active at our fitness center or take a dip in the refreshing swimming pool. For your convenience, our gated community also features a car wash station, valet trash service, on-site laundry facility, and garages available for rent. Contact our friendly leasing staff to set up an appointment for a personal tour of your new home!"""
7vc8ykx,Paces Crossing,4300 Jimmy Carter Blvd,Norcross,GA,30093,844-836-6704,10,7,3.9,33.87581,-84.18907,"""Here at Paces Crossing Apartments, you'll experience peaceful living with all the best in location and comfort. Nearby, you will find many fantastic dining, shopping, and entertainment options, including Northlake Mall, Atlanta Comedy Theatre, and Heritage Golf Links. Paces Crossing Apartments is located in the Gwinnett County Public School District, and near several area employers, such as Home Depot and Walmart Supercenter. You can access all areas of town with ease, as we are located just minutes from Highway 29. Lucky Shoals Park, a 68-acre park that features a variety of sports courts and fields, pavilions, grilling areas, and trails, is only a mile away from our community!Paces Crossing Apartments offers many amenities to make sure you enjoy your time here with us! Stay active at our 24-hour fitness center or take a dip in the resort-style swimming pool. For your convenience, our gated community also offers a business center, garages available for rent, on-site maintenance, and secure access to the buildings. Contact our friendly leasing staff to set up an appointment for a personal tour of your new home!"""
ql9dqgy,Oakwood Vista,100 Ardsley Pl,Norcross,GA,30093,844-679-3650,25,9,4.0,33.87171,-84.18988,"""Here at Oakwood Vista Apartments, you'll experience upscale living with all the best in location and comfort. Just minutes from Oakwood Vista Apartments you will find great dining, shopping, and entertainment options, including Northlake Mall, Global Mall, Pappadeaux Seafood Kitchen, Mojitos, and Atlanta Comedy Theater. We are situated in the Gwinnett County Public School District, and near several area employers, such as Walmart Supercenter, Kroger, Wells Fargo, and Bank of America. Our community is located right off of Jimmy Carter Boulevard, and you'll also enjoy quick access to I-85!Oakwood Vista Apartments offers many luxury amenities to make sure you enjoy your time here with us! Stay active at our 24-hour fitness center, spend time outdoors at our picnic area with BBQ grills, or take a dip in one of our two resort-style pools. Our upscale clubhouse features a business center and conference room. For your convenience, our gated community also offers a basketball court, car wash station, on-site laundry facility, and valet trash service. Contact our friendly leasing staff to set up an appointment for a personal tour of your new home!"""
ll16fde,Canterbury Ridge,101 Canterbury Ridge Pky,Canton,GA,30114,866-461-9524,16,4,4,34.19846,-84.50671,"""WEEKLY OPEN HOUSE EVENT: Come join us every Tuesday between 9:00am - 7:00pm to see what Canterbury Ridge is all about! Apply during one of these Open House events & you'll pay NO APPLICATION OR ADMIN FEES!* *Some restrictions may apply. Please call for more details. | Our community boasts spacious 1, 2 and 3 bedroom floor plans in a serene setting nestled along the tree line. We recently upgraded apartment interior's light fixtures, hardware and added an over-the-range microwave to every home. Bathrooms feature large soaking bathtubs with vanities that have plenty of counter space. Central air-conditioning, ceiling fans and walk-in closet(s) are just a few of the other conveniences each home offers. Canterbury Ridge is a gated community with a sparkling, resort-style swimming pool & sundeck. Residents have access to the on-site fitness center and weekday access to a private, locked package acceptance room. Come see what's new at Canterbury Ridge today!"""
q9jhgvy,Platform Apartments,290 Martin Luther King Jr Dr SE,Atlanta,GA,30312,844-861-2869,33,6,3.6,33.74788,-84.37878,"'Experience the ideal balance of Atlanta charm and refined luxury at Platform Apartments. Our Grant Park apartments are ideally situated near the heart of Atlanta. We are within walking distance to downtown, Cabbagetown, and the King Memorial Transit Station for easy access to local employers and endless shopping, dining, and entertainment destinations. We are also a pet-friendly community, so your furry friends get to experience premier apartment living alongside you. Platform Apartments offers upscale features and amenities.'"
rr2tzf3,Colonial Grand at Hammocks,25 Johnny Mercer Blvd,Savannah,GA,31410,844-516-6092,27,24,4.1,32.03437,-81.01499,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Located in Savannah, Georgia, Colonial Grand at Hammocks apartment homes offer you Whitemarsh island living at its best.  This scenic location is just 7 miles drive from historic Savannah offering top-rated schools, shopping centers, dining and cultural experiences.  Spacious well-built one, two and three bedroom homes include 9 foot ceilings, stunning interior living room, designer accent walls, crown molding, centralized air conditioning and heat, screened patio or balcony and in-home washer and dryers.  Residents enjoy professional tennis courts, a salt water basking pool with sundeck and the convenience of detached garage parking.'"
4mzp80j,Georgetown Grove,1800 Grove Point Rd,Savannah,GA,31419,866-878-0672,24,9,4,31.98683,-81.22133,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Feel the luxury of Georgetown Grove apartment homes located in Savannah, Georgia.  Choose from a variety of open airy one, two and three bedroom floor plans. Floor plans may feature vaulted ceilings, garden style tubs, lagoon views and gourmet kitchens with space saver microwaves and black whirlpool appliances.  Stay connected to the world while taking a swim in our sparkling swimming pool with high speed wi-fi access and enhance your health in our fully-equipped fitness center.  With planned resident activities, a sand volleyball court and shaded playground/ picnic area you will never be bored!  24-hour emergency maintenance ensures help is a quick call away, while the limited access gate with remote control access provides incredible security.'"
hl2j4q1,Colonial Grand at Godley Station,1515 Benton Blvd,Pooler,GA,31322,864-605-3025,22,20,5,32.14913,-81.24707,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Relish the luxurious way of living at Colonial Grand at Godley Station apartments in Savannah, Georgia. Our community offers scenic lake views in the calm of suburbs with easy access to historic downtown and the popular Hilton Head area for new shopping, fine dining and entertainment. Explore our one, two and three bedroom apartments featuring new hardwood style floorings with spacious living rooms and a private patio or balcony.  Enjoy our luxury amenities including a 24-Hour cardio and strength training center, controlled access gates, beautiful resort-style pool with wi-fi hotspots, car care center and outdoor grilling kitchen.'"
k1803fc,Hawthorne Gates,7200 Peachtree Dunwoody Rd NE,Atlanta,GA,30328,770-829-0994,15,16,4.8,33.95181,-84.35532,"'Luxury Apartments for Rent in Dunwoody, GAWelcome to Hawthorne Gates, a beautiful residential community that offers 1-, 2- and 3-bedroom apartments in Dunwoody, GA! Designed and built with comfort, convenience and style in mind, these stunning homes feature spacious and well-lit interiors, as well as a range of amenities that will make you proud to call our community your home. Each of our Dunwoody, GA apartments feature such luxurious touches as 9-foot ceilings, built-in bookshelves, Palladian-style windows, granite countertops, wood flooring, connections for full-sized washers and dryers and wood-burning fireplaces. The wider community at Hawthorn Gates also offers amenities you’ll love, including a resort-style swimming pool and sundeck, lighted tennis courts, a cyber cafe, a fitness center and much more. When this community of apartments for rent in Dunwoody, GA is your home, there’s always plenty to explore. All that Atlanta has to offer is just a short drive from your front door, meaning you can visit any number of great places! Get in touch with our leasing office today to inquire about availability and to get started on the application process. Our staff is here to help you see how a new home in these gorgeous Dunwoody, GA apartments can complement your current lifestyle. Call now!'"
pgp9vxt,The Lakes at Windward,905 Lake Union Hill Way,Alpharetta,GA,30004,678-534-8968,21,46,3.8,34.08203,-84.27944,"""Our office is currently only open for self-guided and virtual tours at this time.  Please schedule yours today.Introducing The Lakes at Windward apartments, Alpharetta’s best-kept secret! At The Lakes all life's pleasures are right at your fingertips. Atlanta is only 30 minutes away, while The Avalon, Downtown Alpharetta, Deerfield, and Windward are all nearby. Whether you enjoy shopping, a night out, or strolling along Main Street, at The Lakes at Windward apartments you get it all.Relish in the luxurious decor of our open concept floor plans. Featuring one and two-bedroom apartment layouts, each apartment home comes with granite countertops, 42-inch custom espresso cabinetry, plank flooring and stainless-steel appliances for a comfortable lifestyle. Unwind and relax knowing all your needs are taken care of. Enjoy the beautiful new clubhouse featuring a state-of-the-art business center, world-class fitness center and charming internet cafe with comfortable seating. Cool off at the sparkling swimming pool and soak up some much-needed vitamin D on the sundeck. Enjoy a cup of tea or coffee on our sprawling observation deck, and take in the wonderful lake views. Cats and dogs alike are welcomed at The Lakes, and the park like setting makes for a terrific playground for you and your four-legged friends.Getting bored is no longer an option when you live at the apartments at The Lakes at Windward.  Verizon Amphitheater and The Avalon are just minutes away, and the seasonal residents’ mixers will always keep you on your toes. These and more make The Lakes at Windward the ideal place for anyone looking to rent an apartment in Alpharetta, GA. Call our office to schedule a tour, or go online and apply for your next dream home."""
3nm399g,The Huntley,1000 Park Ave NE,Atlanta,GA,30326,404-382-5541,99,3,4.9,33.85507,-84.36293,"'TOUR YOUR WAY! CONTACT US TODAY TO SCHEDULE YOUR VIRTUAL, SELF-GUIDED OR PRIVATE TOUR TODAY**Private tours with a leasing associate will follow appropriate social distancing protocols. Criteria must be met for both self-guided and private tours of the community and are offered by appointment only. Contact us for the latest information and property tour options.'"
0bb9h91,Madison Druid Hills,2696 N Druid Hills Rd NE,Atlanta,GA,30329,470-705-0814,25,42,3.9,33.82267,-84.316,"'We can provide VIRTUAL TOURS, SELF-GUIDED TOURS, and IN-PERSON TOURS!  Contact us today so we can show you your next home!Our community offers residents upgraded Studio, 1, 2, and 3-bedroom apartment homes with quality finishes in designer kitchens, including backsplashes, breakfast bars, and dining areas, in addition to wood-burning fireplaces and spacious floorplans. You’ll enjoy access to an abundant amenity package to fit your lifestyle, such as a sparkling pool, fitness center, yoga studio, tennis courts, sand volleyball pit, playground, and – for the four-legged friends – a bark park.A multitude of shops and restaurants await within ¼ mile at the Toco Hills Shopping Center, including Starbucks, Market Fresh, Whole Foods, Target, and over 15 local and chain restaurants. Our community is positioned perfectly for residents to enjoy a brief commute to work at Children’s Health Care of Atlanta, CDC, and Emory University. Madison Druid Hills is also within close proximity to I-85, GA 400, and Buckhead, providing convenient access to other major area employers, entertainment, and shopping centers.'"
t33qwxc,Preston Mill,140 Jefferson Pky,Newnan,GA,30263,877-831-4897,19,8,3.8,33.39686,-84.77204,"""We are still leasing!  While Preston Mill remains committed to social distancing amid the COVID-19 virus, our offices will be closed to the public beginning January 2nd until further notice! Please contact us for a personalized virtual tour or schedule an appointment for a self-guided tour!~ We are available to assist you!Escaping all the noise of Atlanta, Preston Mill is a stunning apartment community where you can shift into a slower pace and relax in the rolling hills of historic Newnan. Noted for its trademark Southern style, Newnan residents enjoy Preston Mills spacious, vibrant interior designs and the way they creatively combine traditional Georgian  interiors with very modern conveniences. They also value the integration of quality materials and appliances with energy efficient solutions for heating, cooling, cooking and cleaning. An easy drive south of Atlanta's business district, Preston Mill is a close companion to Newnan's quaint shopping and eclectic diversions."""
p18y2qr,1160 Hammond Apartments,1160 Hammond Dr,Sandy Springs,GA,30328,678-824-1127,40,12,4.1,33.92019,-84.34866,"'Savor the sweet life at 1160 Hammond ApartmentsSettle in to Sandy Springs: the modern South like you’ve never dreamed. Surrounded by acres of green and bustling streets, our Sandy Springs apartments capture the essence of expanse. A 16,000 square foot clubhouse welcomes you to kick your feet up fireside. A resort-style pool begs a saltwater dive while our bubbling sauna beckons you to unwind.Then, there is your living space: comfort and modernity in one. An electric lock system ushers you in, with 16’ ceilings to heighten your mind. With the Perimeter Mall next door, downtown minutes away and Amazon Hub lockers onsite, the days you desire are just one walk, click or quick drive away.'"
2l6d41c,MAA Barrett Creek,2400 Barrett Creek Blvd,Marietta,GA,30066,844-277-1943,22,3,5,34.00952,-84.55466,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA Barrett Creek apartments offers a distinctive smart living experience in a thriving Atlanta, Georgia. Our community offers ease of access to Barrett Parkway, Barrett Creek Blvd, I-75 and I-575. Perfectly situated near Town Center Mall, Skip Wells Park and family friendly entertainment centers. Indulging one, two and three bedroom apartments feature wood laminate flooring, upgraded kitchens, private patios and in-home washer and dryer connections. Our pet friendly community is abundant with top-notch amenities such as a resort-style pool with Wi-Fi hotspots, an outdoor kitchen, children's play area and state-of-the-art 24-hour fitness center. Host your business opportunities at executive business center."""
mmmfe4h,Laurel Hills Preserve,1955 Bells Ferry Rd,Marietta,GA,30066,844-236-8819,12,35,4.0,33.99979,-84.54796,"""Laurel Hills Preserve apartments in Marietta, Georgia, is proud to offer its residents comfort, quality, value, and convenience. At Laurel Hills Preserve, apartment homes are surrounded by 66 beautiful acres of nature preserve, yet still have premier access to the area’s top retail centers and schools, including the elite Cobb County School District, Kennesaw State University, and Southern Poly Tech. We invite you to get the best of both worlds by making Laurel Hills Preserve your home.\\COVID-19: In light of the Coronavirus concerns we are all faced with, Bridge Property Management's office hours and touring procedures are changing. In light of the Coronavirus concerns we are all faced with, Bridge Property Management's office hours and touring procedures are changing. Please contact the office directly with any questions you may have. Whether you are a resident or a prospective renter, we are confident that we will meet all your needs as a resident and/or facilitate a smooth move-in process for all of you who are looking to join the Bridge community.***Bridge Property Management is pleased to announce new ownership as of October 5, 2017."""
1810257,MAA River Oaks,4400 Pleasant Hill Rd,Duluth,GA,30096,844-645-6429,14,3,3.9,34.00865,-84.17676,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. When only the best will do, come experience MAA River Oaks apartment homes in Atlanta, Georgia. Ideally situated just off from I-85, Pleasant Hill Road and Peachtree Industrial Blvd, offering an easy drive to New Life Academy, Scott Hudgens Park as well as top-rated restaurants and shopping centers. Our spacious one, two and three bedroom apartments feature wood laminate flooring, scenic views, mirrored dining area and in-home washer and dryer connection. Stay fit at our premier 24-Hour fitness center, take a dip in our resort-style pool or play tennis with your neighbor on our tennis court.  We're pet friendly, so be sure to bring your furry friend along with your family members.  Keep your car at its best with our on- site car care center and always feel safe and secure with our controlled-access gates."""
87951d3,MAA Pleasant Hill,2500 Pleasant Hill Rd,Duluth,GA,30096,844-285-6659,34,27,3.9,33.96837,-84.13922,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Discover a new way of living at the MAA Pleasant Hill apartments located in beautiful Atlanta, Georgia.  Our community offers easy access to Steve Reynolds Boulevard, Pleasant Hill and I-85. Our apartments are minutes away from shopping, dining and entertainment at Gwinnett Place Mall, the Santa Fe Mall and the Mall Corners Shopping Center.  Our spacious one, two and three bedroom apartments feature vaulted ceilings, upgraded kitchens, walk-in closets, in-home washer and dryer connections and a private patio or balcony for the perfect outdoor treat. Spend your evening in our clubhouse, stay connected to the world while taking a dip at resort style pool with high speed Wi-Fi access and hone your barbecue technique at our outdoor grilling kitchen.'"
vrjdv8e,MAA River Place,4130 Plantation Trace Dr,Duluth,GA,30096,844-645-6374,31,4,4.0,34.00947,-84.17369,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA River Place invites you to join our community, located in beautiful Atlanta, Georgia. Our community offers easy access to I-285, I-85 and GA 400 highways.  Luxurious one, two, three and four bedroom apartments feature full sized washers and dryers, patios or balconies and central air conditioning and heat.  An attached garage makes parking a breeze, while pool and lakeside views offer a serene setting.  Take a dip in the sparkling resort-style swimming pool, challenge your neighbor to a match on the tennis court or play a game of volleyball in our sand court.  A lake with walking trail is located in this pet friendly community, as well as a children's play area."""
erzgdcm,MAA Berkeley Lake,100 Bradford Creek Trl,Duluth,GA,30096,844-645-7473,12,6,4.1,33.99521,-84.16613,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Come and explore MAA Berkeley Lake in Atlanta, Georgia with a tranquil setting perfect for comfortable living. Our community is perfectly located near major freeways with easy access to downtown, Gwinnett Place Mall, multi-specialty hospitals and recreation centers. Explore our one, two, three bedroom apartments featuring crown molding, wood laminate flooring, mirrored dining area, soaking garden tubs and in-home washer and dryer connections. Stay active in our premier 24-Hour Cardio training center, take a dip in our resort-style pool, play tennis with your neighbor on our tennis court or grill up some fun at the outdoor BBQ grills.  You'll always feel safe and secure with our controlled-access gates."""
z8ecdzw,MAA West Village,4600 W Village Pl,Smyrna,GA,30080,844-774-0389,84,17,4.3,33.84358,-84.49054,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Experience a better way of living in MAA West Village apartments located in Atlanta, Georgia. Situated near South Atlanta Road, trendy midtown and Atlantaâ€™s future baseball stadium with easy access to I-285, Old Atlanta Road, Pine Street and Cumberland Mall for perfect shopping, dining and entertainment.  Our stylish one, two and three bedroom apartment homes feature sleek stainless steel appliances in the kitchen, washers and dryers and some bedrooms feature private balconies.  Enjoy convenient parking, with a private, garage parking with elevator access.  The beautifully landscaped grounds feature a grand oasis style swimming pool with cabana area, an athletic sports club, yoga room, business center and cyber lounge.'"
g9yvbdw,MAA Mount Vernon,100 Preston Woods Trl,Sandy Springs,GA,30338,844-592-7096,27,16,4.6,33.93761,-84.3508,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA Mount Vernon apartment homes brings you luxurious living in Dunwoody, Georgia. Quietly nestled amidst a spectacular view with easy access to I-285, Abernathy Road and Mount Vernon Highway.  Residents will enjoy easy access to shopping, dining and Mount Vernon Presbyterian School.  You'll find spacious 1, 2 and 3 bedroom apartments highlighted by elegant architectural design with 9 foot vaulted ceilings, designer accent walls, custom oak cabinetry and laminated wood flooring.  Stay fit at our 24-Hour cardio and strength training center, then relax in our resort style pools with wi-fi hotspots or play a match with your friend on our tennis court.  We're pet friendly, so furry friends are welcome.  Secured gates with remote control access ensure security while the onsite car care center keeps your car at its best."""
8tqb3x0,MAA Oglethorpe,3070 Ashford Dunwoody Rd NE,Atlanta,GA,30319,678-973-4821,39,15,5.0,33.87705,-84.32911,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Discover a new lifestyle with MAA Oglethorpe apartments located in Atlanta, Georgia.  Just a short ride from mid-town and downtown Atlanta, Atlanta Airport and Perimeter Mall and within a walking distance to Oglethorpe University.  Situated with easy access to I-285, Peachtree Road, Ashford Dunwoody Road and Windsor Parkway.  Our spacious one, two and three bedroom apartments feature marble foyers and ceramic tile flooring in baths, vaulted ceilings, cherry finished cabinetry, full-size washer or dryer connections, generous kitchen pantries and walk-in closets. Attached one and two car garages offer convenient parking.  Sweat it out in our 24-Hour athletic center, then relax in our sparkling swimming pool, challenge your neighbor to a match on the tennis court or enjoy scenic views in our beautiful picnic areas with lush landscaping.'"
v82z13d,MAA McDaniel Farm,3355 McDaniel Rd,Duluth,GA,30096,844-275-7587,43,23,4,33.96837,-84.13282,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Experience a better way of living with MAA McDaniel Farm apartment homes located in beautiful Atlanta, Georgia. Short ride to McDaniel Farm Park, Gwinnett Place Mall with easy access to Pleasant Hill Road, McDaniel Road and I-85. Staying in is an attractive option in one, two and three bedroom homes with crown molding, wood laminate flooring, breakfast bars, soaking garden tub and private patio or balcony for the perfect outdoor treat. Stay fit with our premier 24-Hour fitness center, take a dip in our resort-style pool, play tennis with your neighbor in our tennis court, keep your car at its best with our car care center, grill up some fun in outdoor grilling kitchen with BBQ grills and you'll always feel safe and secure with our controlled-access gates."""
3n88qke,MAA Prescott,1655 Centerview Dr,Duluth,GA,30096,844-272-2224,31,1,4.0,33.94873,-84.12057,"'TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Step into the luxurious life at MAA Prescott apartment homes located in Atlanta, Georgia. Our apartments sit right next to the Georgia Gwinnett and St Leo Universities with easy access to major interstates, shopping malls, dining, golf courses and entertainment.  Enjoy the perfect outdoor retreat through the private patio or balcony in our stylish single, double and triple bedroom apartment homes with 9-foot ceilings, spa like bathrooms, cozy wood-burning fireplaces and full-size washer and dryer connections.  Each home is wired for intrusion alarms, ensuring the ultimate security for you and your family. Enjoy the beautiful view of our 21 acres of rolling hills surrounded by woods.  Our community offers an array of amenities including a 24 hour fitness center, sparkling resort-style pool, 2 lighted tennis courts, a pet park and picnic area with built-in grills.'"
jdzry95,MAA Midtown,33 11th St,Atlanta,GA,30309,844-418-8398,65,15,4.8,33.7829,-84.3867,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA Midtown is a brand new luxury high-rise apartment community located right in the heart of Midtown Atlanta. You're new address will put you in the middle of it all, great shopping, outstanding restaurants and a fun nightlife scene. But you'll also be near Piedmont Park where you'll be able to enjoy the Atlanta Botanical Gardens, jogging paths, dog parks, a farmer's market and more. Experience an elevated living experience with an amazing view of the Atlanta skyline from your own glass panel balcony. You'll also love the rooftop, resort-style pool and the yoga, Pilates and Kickboxing space in the fitness studio. Our apartment homes also have covered, controlled access parking and be sure to take advantage of the complimentary electric car charging stations. Likewise, once inside you'll find upgraded finishes you'll find throughout"""
m1b7dwj,MAA Riverside,4403 Northside Pky NW,Atlanta,GA,30327,470-419-8958,94,3,4.8,33.86919,-84.4486,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. You'll love living at MAA Riverside near Atlanta on the Chattahoochee River. Our luxury apartment homes are situated in a pedestrian-friendly community that boasts a town square with convenient access to restaurants. With close proximity to Vining, Buckhead and Midtown, you're just a short drive from eclectic neighborhoods where you'll find entertainment, nightlife and shopping. When you come home to your pet-friendly apartment or loft style floor plan, you'll discover amenities like fireplaces, hardwood floors, granite countertops. It doesn't stop there, come relax by one of two resort style pools or enjoy a game of tennis on one of two lighted tennis courts. We also offer complimentary electric car charging stations for your use as well as covered parking decks. We're also pleased to offer furnished corporate apartments for those staying just a short while."""
4tjtswk,MAA Chastain,4090 Roswell Rd NE,Atlanta,GA,30342,844-349-4902,60,29,5.0,33.86673,-84.38249,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. When you call MAA Chastain home you'll find luxury living apartment within easy access to some of North Buckhead's best attractions. For those who love to be outside, you'll not only live across the street from the Blue Heron Nature Preserve, but you'll also have convenient access to Nancy Creek and all that Chastain Park has to offer including parks, trails, tennis, golf and an outdoor Amphitheatre. Your new apartment community will provide you with covered or underground reserved parking where you'll also be able to take advantage of our electric car charging stations. The grounds also offer a relaxing pool and a yoga and Pilates room at the on-site athletic sports club. Our pet-friendly apartments may also offer hardwood floors, granite countertops and gas fireplaces."""
v4l1dxe,MAA Dunwoody,4777 Ashford Dunwoody Rd,Atlanta,GA,30338,844-658-9560,53,6,4.5,33.93547,-84.33733,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. At MAA Dunwoody, you'll enjoy the conveniences of Atlanta with the comfort of luxury apartment living. Located in the Dunwoody neighborhood, you'll have quick access to all that Perimeter Center has to offer. Experience the nearby shops, restaurants and entertainment as well as parks with trails and dog runs. Or if you want to go into one of the nearby hot spots like Buckhead or Downtown, hop on I-285 or GA 400 for a quick drive over. Back at MAA Dunwoody, our pet-friendly community features a swimming pool and two lighted tennis courts. For those that like to live with a smaller footprint, enjoy our complimentary electric car charging stations, on-site recycling center and NEST Thermostats. Inside our apartments, you'll find many that have fireplaces and some even come with an attached garage for direct access into your home!"""
48g6t1k,MAA Peachtree Hills,350 Peachtree Hills Ave NE,Atlanta,GA,30305,844-430-8626,22,12,4.7,33.81862,-84.37555,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. At MAA Peachtree Hills, you'll find luxury apartment living in a great neighborhood. Right in-between Buckhead and Lindbergh, two of Atlanta most eclectic communities, you'll have access to great restaurants and tons of entertainment and nightlife. You'll also close to shopping at Peachtree Battle and Lindbergh Plaza, or take the MARTA to Midtown and Downtown to explore there. Our community also offers complimentary electric car charging stations as well as the urban vegetable garden so you can feel good about reducing your environmental footprints. Other amenities include two swimming pools, two tennis courts and a sand volleyball court. Inside your new pet-friendly apartment discover luxury updates like granite countertops, wood burning fireplaces and sunrooms or balconies. And be sure to ask about apartments that come with a garage."""
1vrbc67,MAA Glen,4120 Peachtree Rd NE,Atlanta,GA,30319,844-455-9502,38,8,5,33.86286,-84.34058,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. MAA Glen's luxury apartment homes are located right in Brookhaven, a beautiful suburb of Atlanta. You'll not only be close to parks with walking trails, golf courses and Brookhaven Country Club Lake, but you'll also be near Buckhead and Downtown. Enjoy all that the area has to offer, including shopping at Phipps Plaza and Lenox Square, restaurants, entertainment and nightlife. Our beautiful community offers a controlled-access gate entry and attached or detached garages with some apartments. And if you're driving an electric car, take advantage of the unlimited access to our free electric car charging stations. Other community amenities include an urban vegetable garden and a resort-style swimming pool. Choose from many floor plans including apartments, townhomes and carriage homes, some of which also offer a gas fireplace for cozy days and nights."""
jzedwk6,MAA Lenox,600 Phipps Blvd NE,Atlanta,GA,30326,844-794-1589,93,14,3.6,33.85373,-84.36648,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Experience luxury apartment living at MAA Lenox in Buckhead, one of Atlanta's top neighborhoods! You'll love lounging on the sundecks of our resort-style pools, choose either rooftop or ground level. As you venture out into your new community, take advantage of the upscale shopping at Phipps Plaza and Lenox Mall. Or for those who want to be outside, the PATH400 Greenway Trail is conveniently close too. Be sure to explore all the great dining, entertainment, bars and clubs in the area too, all easily accessible with the MARTA station nearby. When you come home to your new luxury apartment home, park in your covered, controlled access garage and use our complimentary electronic car charging stations too! Be sure to bring your furry friend along too, not only are we pet friendly, but we also have an on-site pet wash station."""
sey24x5,MAA Stratford,3400 Stratford Rd NE,Atlanta,GA,30326,844-822-6299,41,8,4.1,33.85166,-84.36885,"""TOUR YOUR WAY! We have a tour to fit your needs- virtual, self-guided, or with a leasing agent. Find out what luxury apartment living means when you live at MAA Stratford Apartments and Townhomes in Buckhead. This property is right in the middle of Buckhead where you'll always have access to restaurants, entertainment and a great nightlife scene.  Don't forget, the MARTA station is nearby too, and ready to take you into other parts of the city like Midtown and Downtown. Our community offers great amenities like a controlled access entry gate, a resort-style swimming pool and an urban vegetable garden. Take advantage of our complimentary electric car charging stations and rest assured you'll also have covered parking. As you walk inside your new loft, apartment or townhome, you'll find the luxuries continue with many apartments offering fireplaces, hardwood or concrete floors, exposed metal ductwork and stone accent walls."""
