apt_id,place_type,place_name,place_distance
elhz5mq,Shopping Centers,Strip Center at 1900 Duluth Hwy,0.3
elhz5mq,Shopping Centers,Sugarloaf Crossing,0.3
elhz5mq,Parks and Recreation,McDaniel Farm Park,3.1
elhz5mq,Parks and Recreation,Sweet Water Park,3.1
elhz5mq,Parks and Recreation,Peachtree Ridge Park,4.3
elhz5mq,Parks and Recreation,Shorty Howell Park,5.3
elhz5mq,Parks and Recreation,Club Drive Park,5.4
elhz5mq,Military Bases,Georgia National Guard,29.1
elhz5mq,Military Bases,Fort McPherson,30.5
elhz5mq,Military Bases,Dobbins Air Force Base,31.3
cqb9w7f,Colleges,Georgia Perimeter College,2.1
cqb9w7f,Colleges,The Art Institute of Atlanta,12.2
cqb9w7f,Shopping Centers,Avalon,0.3
cqb9w7f,Shopping Centers,The Atwater,0.8
cqb9w7f,Shopping Centers,Northpoint Day Centre,1.3
cqb9w7f,Parks and Recreation,Big Creek Greenway,1.8
cqb9w7f,Parks and Recreation,Wills Park,1.9
cqb9w7f,Parks and Recreation,Webb Bridge Park,4.2
cqb9w7f,Parks and Recreation,Autrey Mill Nature Preserve,7.3
cqb9w7f,Parks and Recreation,Jones Bridge Park,11.5
cqb9w7f,Military Bases,Dobbins Air Force Base,25.5
cqb9w7f,Military Bases,Georgia National Guard,28.5
cqb9w7f,Military Bases,Fort McPherson,29.9
06zptg3,Colleges,Oglethorpe University,1.8
06zptg3,Colleges,"Argosy University, Atlanta",4.0
06zptg3,Colleges,Georgia Perimeter College,5.6
06zptg3,Transit / Subway,Chamblee,0.9
06zptg3,Shopping Centers,Peachtree Station,0.2
06zptg3,Shopping Centers,Strip Center at 5071 Peachtree Industrial Blvd,0.3
06zptg3,Shopping Centers,Chamblee Village,0.5
06zptg3,Parks and Recreation,Sandy Springs Historic Site,5.4
06zptg3,Parks and Recreation,Atlanta Audubon Society,5.5
06zptg3,Parks and Recreation,Blue Heron Nature Preserve,5.5
06zptg3,Parks and Recreation,Dunwoody Nature Center,5.7
06zptg3,Parks and Recreation,Chastain Park,6.9
06zptg3,Military Bases,Georgia National Guard,13.4
06zptg3,Military Bases,Dobbins Air Force Base,15.8
06zptg3,Military Bases,Fort McPherson,16.2
06zptg3,Airports,Hartsfield-Jackson Atlanta International,22.6
7mzfhpx,Colleges,Emory University,1.5
7mzfhpx,Shopping Centers,Strip Center at 3073-3077 N Druid Hills Rd,0.2
7mzfhpx,Shopping Centers,Toco Hills,0.7
7mzfhpx,Shopping Centers,Toco Hill Shopping Center,0.8
7mzfhpx,Parks and Recreation,South River Watershed Alliance,3.4
7mzfhpx,Parks and Recreation,Clyde Shepherd Nature Preserve,3.5
7mzfhpx,Parks and Recreation,Fernbank Forest & Science Center,3.5
7mzfhpx,Parks and Recreation,Bradley Observatory,3.8
7mzfhpx,Parks and Recreation,Glenn Creek Nature Preserve,4.1
7mzfhpx,Military Bases,Georgia National Guard,9.4
7mzfhpx,Military Bases,Fort McPherson,14.2
7mzfhpx,Military Bases,Fort Gillem,17.2
7mzfhpx,Airports,Hartsfield-Jackson Atlanta International,18.8
2c65ccc,Colleges,Georgia Perimeter College,7.8
2c65ccc,Colleges,The Art Institute of Atlanta,9.0
2c65ccc,Shopping Centers,Market Center @ Holcomb Woods,1.0
2c65ccc,Shopping Centers,Connexion Holcomb Bridge,1.3
2c65ccc,Shopping Centers,Market Center II,1.4
2c65ccc,Parks and Recreation,Chattahoochee River Environmental Education Center,4.0
2c65ccc,Parks and Recreation,Holcomb Bridge Park,4.4
2c65ccc,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,6.3
2c65ccc,Parks and Recreation,Big Creek Greenway,6.6
2c65ccc,Parks and Recreation,Jones Bridge Park,9.1
2c65ccc,Military Bases,Dobbins Air Force Base,22.4
2c65ccc,Military Bases,Georgia National Guard,25.4
2c65ccc,Military Bases,Fort McPherson,26.8
2c65ccc,Airports,Hartsfield-Jackson Atlanta International,33.1
dvclq3l,Colleges,Gwinnett Technical College,0.3
dvclq3l,Colleges,Georgia Gwinnett College,5.8
dvclq3l,Colleges,Georgia Perimeter College,14.4
dvclq3l,Shopping Centers,Sugarloaf Promenade,1.2
dvclq3l,Shopping Centers,Strip Center at 1900 Duluth Hwy,1.3
dvclq3l,Shopping Centers,Sugarloaf Crossing,1.4
dvclq3l,Parks and Recreation,Sweet Water Park,3.7
dvclq3l,Parks and Recreation,McDaniel Farm Park,4.1
dvclq3l,Parks and Recreation,Peachtree Ridge Park,4.6
dvclq3l,Parks and Recreation,Gwinnett Historic Courthouse,5.1
dvclq3l,Parks and Recreation,Club Drive Park,5.7
dvclq3l,Military Bases,Georgia National Guard,30.1
dvclq3l,Military Bases,Fort McPherson,31.5
dvclq3l,Military Bases,Dobbins Air Force Base,32.3
mp2ed9l,Colleges,Georgia Perimeter College,6.9
mp2ed9l,Colleges,The Art Institute of Atlanta,10.6
mp2ed9l,Shopping Centers,East Village,0.6
mp2ed9l,Shopping Centers,Strip Center at 2850 Holcomb Bridge Rd,0.6
mp2ed9l,Shopping Centers,Holcomb Bridge At Nesbitt Ferry,1.0
mp2ed9l,Parks and Recreation,Chattahoochee River Environmental Education Center,1.8
mp2ed9l,Parks and Recreation,Holcomb Bridge Park,2.3
mp2ed9l,Parks and Recreation,Autrey Mill Nature Preserve,5.7
mp2ed9l,Parks and Recreation,Jones Bridge Park,6.9
mp2ed9l,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,7.8
mp2ed9l,Military Bases,Dobbins Air Force Base,23.9
mp2ed9l,Military Bases,Georgia National Guard,26.9
mp2ed9l,Military Bases,Fort McPherson,28.3
mp2ed9l,Airports,Hartsfield-Jackson Atlanta International,34.7
vgqpw5f,Colleges,Gwinnett Technical College,2.5
vgqpw5f,Colleges,Georgia Gwinnett College,8.2
vgqpw5f,Colleges,Georgia Perimeter College,14.3
vgqpw5f,Shopping Centers,Veranda Shops,0.8
vgqpw5f,Shopping Centers,Veranda Chase,0.9
vgqpw5f,Shopping Centers,Herrington Center,1.0
vgqpw5f,Parks and Recreation,Sweet Water Park,1.6
vgqpw5f,Parks and Recreation,Club Drive Park,3.0
vgqpw5f,Parks and Recreation,McDaniel Farm Park,4.0
vgqpw5f,Parks and Recreation,Bethesda Park,4.4
vgqpw5f,Parks and Recreation,Shorty Howell Park,4.8
vgqpw5f,Military Bases,Georgia National Guard,28.7
vgqpw5f,Military Bases,Fort McPherson,30.2
vgqpw5f,Military Bases,Dobbins Air Force Base,31.0
vgqpw5f,Airports,Hartsfield-Jackson Atlanta International,36.5
ggpvzzx,Colleges,Emory University,2.6
ggpvzzx,Shopping Centers,Strip Center at 3073-3077 N Druid Hills Rd,1.3
ggpvzzx,Shopping Centers,Bhindi Center,1.4
ggpvzzx,Shopping Centers,North DeKalb Mall,1.9
ggpvzzx,Parks and Recreation,Clyde Shepherd Nature Preserve,3.0
ggpvzzx,Parks and Recreation,Glenn Creek Nature Preserve,3.9
ggpvzzx,Parks and Recreation,South River Watershed Alliance,4.4
ggpvzzx,Parks and Recreation,Fernbank Forest & Science Center,4.5
ggpvzzx,Parks and Recreation,Bradley Observatory,4.9
ggpvzzx,Military Bases,Georgia National Guard,10.4
ggpvzzx,Military Bases,Fort McPherson,15.2
ggpvzzx,Military Bases,Fort Gillem,21.2
ggpvzzx,Airports,Hartsfield-Jackson Atlanta International,19.8
xdvth1p,Colleges,Agnes Scott College,1.1
xdvth1p,Colleges,Emory University,3.0
xdvth1p,Transit / Subway,Avondale,0.5
xdvth1p,Transit / Subway,Decatur,1.0
xdvth1p,Transit / Subway,East Lake,1.9
xdvth1p,Transit / Subway,Kensington,2.0
xdvth1p,Shopping Centers,Strip Center at 747 E College Ave,0.1
xdvth1p,Shopping Centers,Strip Center at 2754 E College Ave,0.3
xdvth1p,Shopping Centers,Strip Center at 2752 E Ponce De Leon Ave,0.5
xdvth1p,Parks and Recreation,Bradley Observatory,0.8
xdvth1p,Parks and Recreation,Glenn Creek Nature Preserve,0.9
xdvth1p,Parks and Recreation,Wylde Center and Oakhurst Community Garden,1.4
xdvth1p,Parks and Recreation,South River Watershed Alliance,1.4
xdvth1p,Parks and Recreation,Fernbank Forest & Science Center,2.5
xdvth1p,Military Bases,Georgia National Guard,7.9
xdvth1p,Military Bases,Fort McPherson,12.7
xdvth1p,Military Bases,Fort Gillem,15.2
xdvth1p,Airports,Hartsfield-Jackson Atlanta International,16.7
z3znr6x,Colleges,Gwinnett Technical College,7.0
z3znr6x,Colleges,Georgia Gwinnett College,11.3
z3znr6x,Colleges,Georgia Perimeter College,12.9
z3znr6x,Shopping Centers,Satellite Point,0.6
z3znr6x,Shopping Centers,Paragon Golf Shopping Center,0.8
z3znr6x,Shopping Centers,The Paragon at Satellite,0.9
z3znr6x,Parks and Recreation,Shorty Howell Park,2.7
z3znr6x,Parks and Recreation,Club Drive Park,3.7
z3znr6x,Parks and Recreation,McDaniel Farm Park,5.2
z3znr6x,Parks and Recreation,Pinckneyville Park,5.2
z3znr6x,Parks and Recreation,West Gwinnett Park & Aquatic Center,5.2
z3znr6x,Military Bases,Georgia National Guard,24.8
z3znr6x,Military Bases,Fort McPherson,26.2
z3znr6x,Military Bases,Dobbins Air Force Base,27.0
z3znr6x,Airports,Hartsfield-Jackson Atlanta International,32.5
15be985,Colleges,Emory University,2.9
15be985,Transit / Subway,Lindbergh Center,2.4
15be985,Transit / Subway,Lenox,2.8
15be985,Shopping Centers,Druid Chase,0.6
15be985,Shopping Centers,Brighten Park,0.6
15be985,Shopping Centers,Strip Center at 2893-2901 Buford Hwy,0.8
15be985,Parks and Recreation,Atlanta Botanical Garden,3.7
15be985,Parks and Recreation,Atlanta Audubon Society,4.6
15be985,Parks and Recreation,Blue Heron Nature Preserve,4.7
15be985,Parks and Recreation,Atlanta History Center,4.9
15be985,Parks and Recreation,Clyde Shepherd Nature Preserve,6.1
15be985,Military Bases,Georgia National Guard,8.5
15be985,Military Bases,Fort McPherson,12.7
15be985,Military Bases,Dobbins Air Force Base,19.0
15be985,Airports,Hartsfield-Jackson Atlanta International,19.0
49hpxfk,Colleges,Emory University,2.7
49hpxfk,Transit / Subway,Lenox,2.6
49hpxfk,Transit / Subway,Lindbergh Center,3.1
49hpxfk,Shopping Centers,Brighten Park,0.5
49hpxfk,Shopping Centers,The Village at Druid Hills,0.6
49hpxfk,Shopping Centers,Druid Chase,0.7
49hpxfk,Parks and Recreation,Atlanta Botanical Garden,4.4
49hpxfk,Parks and Recreation,Fernbank Forest & Science Center,4.7
49hpxfk,Parks and Recreation,Atlanta History Center,4.8
49hpxfk,Parks and Recreation,Atlanta BeltLine Eastside Trail,5.1
49hpxfk,Parks and Recreation,Clyde Shepherd Nature Preserve,5.9
49hpxfk,Military Bases,Georgia National Guard,8.3
49hpxfk,Military Bases,Fort McPherson,12.5
49hpxfk,Military Bases,Dobbins Air Force Base,18.9
49hpxfk,Airports,Hartsfield-Jackson Atlanta International,18.8
jq6mqq7,Shopping Centers,Newnan Station,0.3
jq6mqq7,Shopping Centers,Newnan Station,0.4
jq6mqq7,Shopping Centers,Newnan Promenade,0.6
jq6mqq7,Parks and Recreation,Line Creek Nature Area,9.0
jq6mqq7,Parks and Recreation,Dunaway Gardens,11.3
jq6mqq7,Military Bases,Fort McPherson,32.9
jq6mqq7,Military Bases,Fort Gillem,36.6
jq6mqq7,Military Bases,Georgia National Guard,37.1
jq6mqq7,Airports,Hartsfield-Jackson Atlanta International,28.4
gpn60cx,Colleges,Chattahoochee Technical College,7.7
gpn60cx,Colleges,Georgia Perimeter College,8.9
gpn60cx,Colleges,The Art Institute of Atlanta,9.8
gpn60cx,Shopping Centers,Strip Center at 1144 Canton St,0.1
gpn60cx,Shopping Centers,Strip Center at 1078 Alpharetta St,0.4
gpn60cx,Shopping Centers,Strip Center at 1140 Alpharetta St,0.4
gpn60cx,Parks and Recreation,Chattahoochee Nature Center,2.9
gpn60cx,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,4.1
gpn60cx,Parks and Recreation,Wills Park,5.2
gpn60cx,Parks and Recreation,Big Trees Forest Preserve,5.5
gpn60cx,Parks and Recreation,Dunwoody Nature Center,7.9
gpn60cx,Military Bases,Dobbins Air Force Base,17.5
gpn60cx,Military Bases,Georgia National Guard,26.1
gpn60cx,Military Bases,Fort McPherson,27.6
gpn60cx,Airports,Hartsfield-Jackson Atlanta International,33.9
eft27dm,Colleges,"Argosy University, Atlanta",8.6
eft27dm,Colleges,The Art Institute of Atlanta,10.2
eft27dm,Colleges,Georgia Perimeter College,15.1
eft27dm,Parks and Recreation,Holcomb Bridge Park,1.7
eft27dm,Parks and Recreation,Chattahoochee River Environmental Education Center,3.3
eft27dm,Parks and Recreation,Best Friend Park,3.8
eft27dm,Parks and Recreation,Jones Bridge Park,3.8
eft27dm,Parks and Recreation,Pinckneyville Park,5.6
eft27dm,Military Bases,Dobbins Air Force Base,23.1
eft27dm,Military Bases,Georgia National Guard,25.3
eft27dm,Military Bases,Fort McPherson,27.8
eft27dm,Airports,Hartsfield-Jackson Atlanta International,35.7
468h0xh,Colleges,Georgia Institute of Technology,1.1
468h0xh,Colleges,Georgia State University,1.7
468h0xh,Colleges,Clark Atlanta University,3.2
468h0xh,Transit / Subway,Midtown,0.6
468h0xh,Transit / Subway,North Avenue,0.7
468h0xh,Transit / Subway,Arts Center,1.1
468h0xh,Transit / Subway,Civic Center,1.1
468h0xh,Transit / Subway,Peachtree Center,1.3
468h0xh,Shopping Centers,Viewpoint On The Midtown Mile,0.3
468h0xh,Shopping Centers,Publix At Piedmont,0.6
468h0xh,Shopping Centers,Strip Center at 1000 Piedmont Ave NE,0.7
468h0xh,Parks and Recreation,Georgia Conservancy,0.1
468h0xh,Parks and Recreation,Piedmont Park,0.8
468h0xh,Parks and Recreation,Imagine It! The Children's Museum of Atlanta,1.3
468h0xh,Parks and Recreation,Atlanta BeltLine Eastside Trail,1.3
468h0xh,Parks and Recreation,Georgia Aquarium,1.4
468h0xh,Military Bases,Georgia National Guard,4.8
468h0xh,Military Bases,Fort McPherson,6.2
468h0xh,Military Bases,Fort Gillem,13.6
468h0xh,Airports,Hartsfield-Jackson Atlanta International,12.7
scksv97,Colleges,Emory University,2.7
scksv97,Transit / Subway,Lenox,2.7
scksv97,Transit / Subway,Lindbergh Center,3.2
scksv97,Shopping Centers,Brighten Park,0.5
scksv97,Shopping Centers,The Village at Druid Hills,0.8
scksv97,Shopping Centers,Druid Chase,0.9
scksv97,Parks and Recreation,Atlanta Botanical Garden,4.4
scksv97,Parks and Recreation,Fernbank Forest & Science Center,4.7
scksv97,Parks and Recreation,Atlanta History Center,4.9
scksv97,Parks and Recreation,Atlanta BeltLine Eastside Trail,5.1
scksv97,Parks and Recreation,Clyde Shepherd Nature Preserve,5.9
scksv97,Military Bases,Georgia National Guard,8.3
scksv97,Military Bases,Fort McPherson,12.6
scksv97,Military Bases,Dobbins Air Force Base,19.0
scksv97,Airports,Hartsfield-Jackson Atlanta International,19.0
l58wrqd,Colleges,Augusta Technical College,13.8
l58wrqd,Colleges,Medical College of Georgia,15.7
l58wrqd,Colleges,Paine College,15.8
l58wrqd,Shopping Centers,The Gateway,0.8
l58wrqd,Shopping Centers,Grovetown Crossings,2.1
l58wrqd,Shopping Centers,Strip Center at 5107-5109 Wrightsboro Rd,2.2
l58wrqd,Parks and Recreation,Minnick Park,14.0
l58wrqd,Parks and Recreation,Lake Olmstead Park,14.9
l58wrqd,Parks and Recreation,Augusta Canal National Heritage Area,14.9
l58wrqd,Military Bases,Fort Gordon,14.1
l58wrqd,Military Bases,Fort Gordon Dearing,19.6
l58wrqd,Military Bases,Fort Gordon Harlem,22.2
l58wrqd,Airports,Augusta Regional-Bush Field,20.0
882n8b0,Colleges,Oglethorpe University,3.6
882n8b0,Colleges,Emory University,5.9
882n8b0,Transit / Subway,Lenox,1.1
882n8b0,Transit / Subway,Lindbergh Center,2.1
882n8b0,Transit / Subway,Brookhaven - Oglethorpe,2.2
882n8b0,Transit / Subway,Buckhead,4.0
882n8b0,Shopping Centers,The Shops Around Lenox,0.3
882n8b0,Shopping Centers,Buckhead Station,0.5
882n8b0,Shopping Centers,TowerWalk at Tower Place,0.6
882n8b0,Parks and Recreation,Atlanta History Center,1.5
882n8b0,Parks and Recreation,Atlanta Audubon Society,2.3
882n8b0,Parks and Recreation,Blue Heron Nature Preserve,2.3
882n8b0,Parks and Recreation,Chastain Park,4.0
882n8b0,Parks and Recreation,Atlanta Botanical Garden,4.2
882n8b0,Military Bases,Georgia National Guard,10.7
882n8b0,Military Bases,Fort McPherson,11.8
882n8b0,Military Bases,Dobbins Air Force Base,13.7
882n8b0,Airports,Hartsfield-Jackson Atlanta International,18.4
mejlmzk,Colleges,Georgia Perimeter College,2.5
mejlmzk,Colleges,The Art Institute of Atlanta,12.8
mejlmzk,Shopping Centers,Alpharetta City Center,1.1
mejlmzk,Shopping Centers,Publix @ Haynes Bridge,1.2
mejlmzk,Shopping Centers,Avalon,1.2
mejlmzk,Parks and Recreation,Wills Park,1.8
mejlmzk,Parks and Recreation,Big Creek Greenway,3.0
mejlmzk,Parks and Recreation,Webb Bridge Park,4.0
mejlmzk,Parks and Recreation,Autrey Mill Nature Preserve,7.9
mejlmzk,Parks and Recreation,Caney Creek Preserve,8.0
mejlmzk,Military Bases,Dobbins Air Force Base,26.2
mejlmzk,Military Bases,Georgia National Guard,29.1
mejlmzk,Military Bases,Fort McPherson,30.5
lk86n5g,Colleges,Georgia Institute of Technology,1.5
lk86n5g,Colleges,Georgia State University,2.7
lk86n5g,Colleges,Emory University,4.1
lk86n5g,Transit / Subway,Arts Center,0.3
lk86n5g,Transit / Subway,Midtown,0.8
lk86n5g,Transit / Subway,North Avenue,1.4
lk86n5g,Transit / Subway,Civic Center,1.6
lk86n5g,Transit / Subway,Peachtree Center,2.5
lk86n5g,Shopping Centers,State Street Shops,0.6
lk86n5g,Shopping Centers,Strip Center at 1000 Piedmont Ave NE,0.8
lk86n5g,Shopping Centers,Viewpoint On The Midtown Mile,0.8
lk86n5g,Parks and Recreation,Piedmont Park,0.7
lk86n5g,Parks and Recreation,Atlanta Botanical Garden,1.1
lk86n5g,Parks and Recreation,Georgia Conservancy,1.2
lk86n5g,Parks and Recreation,Atlanta BeltLine Eastside Trail,1.5
lk86n5g,Parks and Recreation,Georgia Aquarium,2.0
lk86n5g,Military Bases,Georgia National Guard,5.8
lk86n5g,Military Bases,Fort McPherson,6.8
lk86n5g,Military Bases,Dobbins Air Force Base,15.0
lk86n5g,Airports,Hartsfield-Jackson Atlanta International,13.5
36shtwe,Colleges,Mercer University,9.3
36shtwe,Colleges,Middle Georgia State University,12.9
36shtwe,Shopping Centers,The Shoppes at River Crossing,0.6
36shtwe,Shopping Centers,Strip Center at 1683-1693 Bass Rd,0.9
36shtwe,Shopping Centers,Strip Center at 1687 Bass Rd,1.0
36shtwe,Parks and Recreation,Museum of Arts and Sciences - Macon,5.8
36shtwe,Parks and Recreation,Georgia Children's Museum,9.2
36shtwe,Parks and Recreation,Ocmulgee National Monument,10.6
36shtwe,Parks and Recreation,Waddell Barnes Botanical Gardens,11.2
36shtwe,Parks and Recreation,Jarrell Plantation Historic Site,12.4
36shtwe,Military Bases,Robins Air Force Base,26.1
36shtwe,Military Bases,Fort Gillem,64.8
36shtwe,Military Bases,Georgia National Guard,72.2
36shtwe,Airports,Middle Georgia Regional,19.2
bftjnkc,Colleges,Armstrong Atlantic State University,12.9
bftjnkc,Colleges,"South University, Savannah Georgia",17.7
bftjnkc,Colleges,Savannah State University,21.8
bftjnkc,Shopping Centers,Parker's Square,0.7
bftjnkc,Shopping Centers,Strip Center at 10471 Ford Ave,1.6
bftjnkc,Shopping Centers,Strip Center at 10275 Ford Ave,1.7
bftjnkc,Parks and Recreation,Coastal Georgia Botanical Gardens at the Historic Bamboo Farm,6.4
bftjnkc,Parks and Recreation,Fort McAllister Historic Park,8.8
bftjnkc,Parks and Recreation,Savannah-Ogeechee Canal Museum & Nature Center,9.7
bftjnkc,Parks and Recreation,Midway Museum,14.7
bftjnkc,Military Bases,Hunter Army Airfield,15.0
bftjnkc,Military Bases,Fort Stewart Military Reservation,18.3
bftjnkc,Military Bases,Fort Stewart Military Reservation Hinesville,30.4
bftjnkc,Airports,Savannah/Hilton Head International,19.7
6wlm9fv,Colleges,Life University,4.1
6wlm9fv,Colleges,Chattahoochee Technical College,6.9
6wlm9fv,Colleges,"Argosy University, Atlanta",8.7
6wlm9fv,Shopping Centers,The Terrace At Windy Hill,0.7
6wlm9fv,Shopping Centers,Strip Center at Windy Hill Rd,0.8
6wlm9fv,Shopping Centers,Northpark Pavilion Shopping Center,1.0
6wlm9fv,Parks and Recreation,Chattahoochee River NRA - Cochran Shoals / Sope Creek,4.6
6wlm9fv,Parks and Recreation,Sandy Springs Historic Site,6.7
6wlm9fv,Parks and Recreation,Silver Comet Trail,7.3
6wlm9fv,Parks and Recreation,Chastain Park,7.4
6wlm9fv,Parks and Recreation,Marietta Tree Keepers,7.5
6wlm9fv,Military Bases,Dobbins Air Force Base,5.4
6wlm9fv,Military Bases,Georgia National Guard,15.6
6wlm9fv,Military Bases,Fort McPherson,17.0
6wlm9fv,Airports,Hartsfield-Jackson Atlanta International,23.7
9hqvhd4,Colleges,Clayton State University,11.0
9hqvhd4,Colleges,Georgia Perimeter College,19.7
9hqvhd4,Colleges,Atlanta Metropolitan State College,20.9
9hqvhd4,Shopping Centers,Majestic Center,0.1
9hqvhd4,Shopping Centers,Rock Quarry Center,0.2
9hqvhd4,Shopping Centers,Strip Center at 1791 Rock Quarry Rd,0.7
9hqvhd4,Parks and Recreation,Newman Wetlands Center,11.0
9hqvhd4,Parks and Recreation,Panola Mountain State Park,13.2
9hqvhd4,Military Bases,Fort Gillem,12.4
9hqvhd4,Military Bases,Georgia National Guard,19.7
9hqvhd4,Military Bases,Fort McPherson,22.0
9hqvhd4,Airports,Hartsfield-Jackson Atlanta International,18.8
q4cgvgw,Colleges,"Argosy University, Atlanta",4.6
q4cgvgw,Colleges,Oglethorpe University,5.0
q4cgvgw,Colleges,The Art Institute of Atlanta,6.0
q4cgvgw,Shopping Centers,Strip Center at 164 W Wieuca Rd NE,0.1
q4cgvgw,Shopping Centers,Roswell Wieuca Shopping Center,0.3
q4cgvgw,Shopping Centers,Gateway Sandy Springs,0.3
q4cgvgw,Parks and Recreation,Chastain Park,0.9
q4cgvgw,Parks and Recreation,Blue Heron Nature Preserve,0.9
q4cgvgw,Parks and Recreation,Atlanta Audubon Society,0.9
q4cgvgw,Parks and Recreation,Atlanta History Center,3.0
q4cgvgw,Parks and Recreation,Sandy Springs Historic Site,3.6
q4cgvgw,Military Bases,Georgia National Guard,12.4
q4cgvgw,Military Bases,Fort McPherson,13.5
q4cgvgw,Military Bases,Dobbins Air Force Base,13.9
q4cgvgw,Airports,Hartsfield-Jackson Atlanta International,20.2
bbd6htb,Colleges,The Art Institute of Atlanta,4.9
bbd6htb,Colleges,Georgia Perimeter College,5.5
bbd6htb,Colleges,"Argosy University, Atlanta",5.6
bbd6htb,Shopping Centers,Strip Center at 8290 Roswell Rd,0.4
bbd6htb,Shopping Centers,Northridge Shopping Center,0.5
bbd6htb,Shopping Centers,Northridge Colonnade,0.5
bbd6htb,Parks and Recreation,Big Trees Forest Preserve,1.9
bbd6htb,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,2.0
bbd6htb,Parks and Recreation,Dunwoody Nature Center,2.9
bbd6htb,Parks and Recreation,Chattahoochee Nature Center,4.4
bbd6htb,Parks and Recreation,Sandy Springs Historic Site,5.2
bbd6htb,Military Bases,Dobbins Air Force Base,18.2
bbd6htb,Military Bases,Georgia National Guard,21.2
bbd6htb,Military Bases,Fort McPherson,22.6
bbd6htb,Airports,Hartsfield-Jackson Atlanta International,28.9
75x6w3x,Colleges,Georgia Perimeter College,8.0
75x6w3x,Colleges,The Art Institute of Atlanta,9.2
75x6w3x,Shopping Centers,Market Center @ Holcomb Woods,1.2
75x6w3x,Shopping Centers,Holcomb Bridge Strip Center,1.5
75x6w3x,Shopping Centers,Spalding Centre,1.5
75x6w3x,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,4.5
75x6w3x,Parks and Recreation,Chattahoochee River Environmental Education Center,4.7
75x6w3x,Parks and Recreation,Chattahoochee Nature Center,4.9
75x6w3x,Parks and Recreation,Big Trees Forest Preserve,5.8
75x6w3x,Parks and Recreation,Dunwoody Nature Center,7.3
75x6w3x,Military Bases,Dobbins Air Force Base,22.6
75x6w3x,Military Bases,Georgia National Guard,25.5
75x6w3x,Military Bases,Fort McPherson,26.9
75x6w3x,Airports,Hartsfield-Jackson Atlanta International,33.3
l28wlve,Colleges,Life University,1.8
l28wlve,Colleges,Chattahoochee Technical College,4.5
l28wlve,Shopping Centers,Strip Center at 1581 Cobb Pky,0.7
l28wlve,Shopping Centers,Strip Center at 1155 Cobb Pky S,0.9
l28wlve,Shopping Centers,Strip Center at 1690 S Cobb Pky,0.9
l28wlve,Parks and Recreation,Marietta Tree Keepers,4.5
l28wlve,Parks and Recreation,Chattahoochee River NRA - Cochran Shoals / Sope Creek,5.0
l28wlve,Parks and Recreation,Kennesaw Mountain National Battlefield Park,7.3
l28wlve,Parks and Recreation,Silver Comet Trail,7.5
l28wlve,Parks and Recreation,Sandy Springs Historic Site,10.0
l28wlve,Military Bases,Dobbins Air Force Base,5.7
l28wlve,Military Bases,Georgia National Guard,18.3
l28wlve,Military Bases,Fort McPherson,19.9
l28wlve,Airports,Hartsfield-Jackson Atlanta International,25.0
1ph1fq4,Colleges,The Art Institute of Atlanta,3.0
1ph1fq4,Colleges,"Argosy University, Atlanta",3.7
1ph1fq4,Colleges,Georgia Perimeter College,5.1
1ph1fq4,Transit / Subway,North Springs,2.2
1ph1fq4,Transit / Subway,Sandy Springs Station,2.8
1ph1fq4,Shopping Centers,North Springs Center,0.5
1ph1fq4,Shopping Centers,Marsh Creek Village,0.8
1ph1fq4,Shopping Centers,SANDY SPRINGS CROSSING,1.0
1ph1fq4,Parks and Recreation,Big Trees Forest Preserve,1.6
1ph1fq4,Parks and Recreation,Sandy Springs Historic Site,2.3
1ph1fq4,Parks and Recreation,Dunwoody Nature Center,2.6
1ph1fq4,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,4.4
1ph1fq4,Parks and Recreation,Chattahoochee Nature Center,6.8
1ph1fq4,Military Bases,Dobbins Air Force Base,14.1
1ph1fq4,Military Bases,Georgia National Guard,19.3
1ph1fq4,Military Bases,Fort McPherson,20.7
1ph1fq4,Airports,Hartsfield-Jackson Atlanta International,27.0
24wdf79,Colleges,Georgia Institute of Technology,2.1
24wdf79,Colleges,Clark Atlanta University,4.4
24wdf79,Colleges,Georgia State University,4.7
24wdf79,Transit / Subway,Arts Center,2.5
24wdf79,Transit / Subway,Midtown,2.7
24wdf79,Shopping Centers,Berkeley Heights Retail,0.6
24wdf79,Shopping Centers,West Midtown Center,0.8
24wdf79,Shopping Centers,Howell Mill Square,1.0
24wdf79,Parks and Recreation,Piedmont Park,2.9
24wdf79,Parks and Recreation,Georgia Conservancy,3.1
24wdf79,Parks and Recreation,Atlanta Botanical Garden,3.3
24wdf79,Parks and Recreation,Atlanta BeltLine Eastside Trail,3.7
24wdf79,Parks and Recreation,Georgia Aquarium,4.2
24wdf79,Military Bases,Fort McPherson,7.6
24wdf79,Military Bases,Georgia National Guard,7.8
24wdf79,Military Bases,Dobbins Air Force Base,14.1
24wdf79,Airports,Hartsfield-Jackson Atlanta International,15.6
68dgm6r,Colleges,Life University,3.7
68dgm6r,Colleges,Chattahoochee Technical College,4.8
68dgm6r,Shopping Centers,Parkway Village Shopping Center,0.2
