apt_id,amenity_name,amenity_description
w5j421j,Pet Policy,"['Dogs Allowed', 'Comments: Cats and dogs welcome. Up to 2 per apartment home. 65 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: Cats and dogs welcome. Up to 2 per apartment home. 2 Pet Limit']"
w5j421j,Parking,"['Surface Lot', '2 spaces.', 'Other']"
w5j421j,Property Information,"['Built in 1986', '344 Units/2 Stories']"
w5j421j,Lease Length,['None']
w5j421j,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Online Services', 'Public Transportation']"
w5j421j,Interior,"['Business Center', 'Clubhouse']"
w5j421j,Outdoor Space,"['Gated', 'Sundeck', 'Grill', 'Balcony', 'Patio', 'Grill']"
w5j421j,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court', 'Volleyball Court']"
w5j421j,Features,"['High Speed Internet Access', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Trash Compactor', 'Storage Units', 'Tub/Shower', 'Sprinkler System']"
w5j421j,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Pantry', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
w5j421j,Living Space,"['Hardwood Floors', 'Carpet', 'Tile Floors', 'Vinyl Flooring', 'Dining Room', 'Family Room', 'Vaulted Ceiling', 'Walk-In Closets', 'Window Coverings']"
w5j421j,Security,"['Controlled Access', 'Property Manager on Site']"
lb5vx5g,Unique Features,"['Beautiful Well-Kept Landscaping with Mature Trees', 'Central Heating & Air-Conditioning', 'Designer Lighting Package', 'Handicap Accessible Floorplans*', 'Modern White Shaker-Style Wood Cabinetry', 'Nearby Parks & Bike Paths', 'Open & Spacious Floor Plans', 'Outdoor Playground Structure', 'Over-sized Bathroom Vanity', 'Pet-Friendly Community', 'Splash Pad & Water Feature', 'Two Storage Closets', 'Updated Window Blind Treatments']"
lb5vx5g,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: Some breed & other restrictions may apply. Please call for more details. Comments: Azalea Ridge is a Pet-Friendly Community! Dogs & cats welcome! Limit of 2 pets per apartment home. Pet Fee: $500 (1st pet) + $300 (2nd pet)/due at time of move-in (non-refundable). Monthly Rent: $35 per pet. $35 Monthly Pet Rent', '$500 Fee', '35 lb Weight Limit', '2 Pet Limit']"
lb5vx5g,Parking,"['Surface Lot', 'Please call for parking information.', 'Other']"
lb5vx5g,Property Information,"['Built in 2001', '144 Units/2 Stories']"
lb5vx5g,Lease Length,['None']
lb5vx5g,Services,"['Laundry Facilities', 'Maintenance on site', 'Online Services']"
lb5vx5g,Interior,['Clubhouse']
lb5vx5g,Outdoor Space,"['Gated', 'Balcony', 'Patio']"
lb5vx5g,Fitness & Recreation,"['Fitness Center', 'Pool', 'Basketball Court']"
lb5vx5g,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Cable Ready', 'Tub/Shower']"
lb5vx5g,Kitchen,"['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator']"
lb5vx5g,Living Space,"['Carpet', 'Vinyl Flooring', 'Walk-In Closets']"
lb5vx5g,Security,['Property Manager on Site']
dyqtdgk,Unique Features,"['ADA Accessible Units*', 'Attached Garage*', 'Available Additional Storage', 'Billiards', 'Garage Storage*', 'Garden Tub*', 'Mirrored Closet Doors*', 'Private Stairs from Garage*', 'Roommate Floorplan*', 'Wooded Views*']"
dyqtdgk,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Comments: No aggressive or vicious breeds allowed. 2 Pet Limit', 'Birds, Fish and Reptiles Allowed']"
dyqtdgk,Parking,['Surface Lot and Garage']
dyqtdgk,Property Information,"['Built in 1999', '328 Units/3 Stories']"
dyqtdgk,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13']"
dyqtdgk,Services,"['Laundry Facilities', 'Car Wash Area']"
dyqtdgk,Interior,"['Business Center', 'Clubhouse', 'Lounge', 'Storage Space']"
dyqtdgk,Outdoor Space,"['Gated', 'Grill', 'Balcony', 'Patio']"
dyqtdgk,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court', 'Gameroom']"
dyqtdgk,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Storage Units', 'Fireplace', 'Sprinkler System', 'Framed Mirrors', 'Wheelchair Accessible (Rooms)']"
dyqtdgk,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
dyqtdgk,Living Space,"['Carpet', 'Vinyl Flooring', 'Crown Molding']"
dyqtdgk,Security,"['Controlled Access', 'Property Manager on Site']"
n15hxep,Unique Features,"['BBQ & Picnic Area', 'Black Appliances *', 'Breakfast Bars', 'Car Care Center', 'Close to Hwy 78, I 285, and MARTA', 'Close to Shopping and Dining', 'Close to Stone Mtn Park', 'Extra Storage', 'Lake in Middle of Property', 'On-site Courtesy Officer', 'Preferred Employer Discounts', 'Spacious Closets', 'Sport Court', 'Studios, 1, 2 & 3 Bedroom Apartments Available', 'Track Lighting', 'Tucker School District', 'Upgraded Apartments w/New Appliances', 'Walking Trail']"
n15hxep,Pet Policy,"['Pets Negotiable', 'Dogs Allowed:', 'Restrictions: No aggressive breeds $15 Monthly Pet Rent', '$300 Fee', '50 lb Weight Limit', '2 Pet Limit', 'Cats Allowed:', 'Restrictions: NO AGGRESSIVE BREEDS $15 Monthly Pet Rent', '$300 Fee', '50 lb Weight Limit', '2 Pet Limit', 'Must Be Spayed/Neutered', 'Must Be Declawed', 'Pet Interview Required']"
n15hxep,Parking,"['Surface Lot', '1 space. Parking Available', 'Other']"
n15hxep,Property Information,"['Built in 1987', '356 Units/3 Stories']"
n15hxep,Lease Length,['None']
n15hxep,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Laundry Service', 'Online Services', 'Planned Social Activities', 'Car Wash Area', 'Public Transportation']"
n15hxep,Interior,"['Business Center', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Storage Space', 'Conference Room']"
n15hxep,Outdoor Space,"['Gated', 'Cabana', 'Courtyard', 'Grill', 'Picnic Area', 'Waterfront', 'Lake Access', 'Balcony', 'Patio', 'Porch', 'Deck']"
n15hxep,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court', 'Walking/Biking Trails']"
n15hxep,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Cable Ready', 'Trash Compactor', 'Storage Units', 'Tub/Shower', 'Fireplace', 'Handrails', 'Wheelchair Accessible (Rooms)']"
n15hxep,Kitchen,"['Dishwasher', 'Disposal', 'Pantry', 'Eat-in Kitchen', 'Kitchen', 'Oven', 'Range', 'Refrigerator', 'Freezer', 'Breakfast Nook']"
n15hxep,Living Space,"['Hardwood Floors', 'Carpet', 'Dining Room', 'Crown Molding', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
n15hxep,Security,"['Controlled Access', 'Property Manager on Site']"
m6b2glh,Unique Features,"['9-12 Foot Ceilings*', 'Accent Wall', 'Bicycle Storage', 'Breakfast Bar', 'Brick Accent Walls', 'Concrete Floors', 'Cyber Lounge', 'Exposed Ducts', 'Media Room', 'On-Site Recycling', 'Premium View', 'Private Balconies*', 'Relaxing Courtyard with Fountains', 'Rooftop Terrace']"
m6b2glh,Pet Policy,"['Dogs and Cats Allowed', 'Comments: We welcome all breeds of dogs at least one year old, except the following breed or mixed breed: Akita, Alaskan Malamute, Chow, Doberman Pinscher, German Shepherd, Great Dane, Husky, Pit Bull Terriers*, Rottweiler, Saint Bernard and Wolf Dog Hybrid... 2 Pet Limit']"
m6b2glh,Parking,"['Garage: $50', '1 space.', 'Other']"
m6b2glh,Property Information,"['Built in 2001', '276 Units/6 Stories']"
m6b2glh,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13']"
m6b2glh,Services,"['Community-Wide WiFi', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities']"
m6b2glh,Interior,"['Multi Use Room', 'Disposal Chutes', 'Conference Room', 'Corporate Suites']"
m6b2glh,Outdoor Space,"['Gated', 'Cabana', 'Zen Garden', 'Porch', 'Grill', 'Garden']"
m6b2glh,Fitness & Recreation,"['Fitness Center', 'Bike Storage']"
m6b2glh,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Satellite TV', 'Storage Units', 'Double Vanities', 'Tub/Shower', 'Handrails', 'Sprinkler System']"
m6b2glh,Kitchen,"['Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Kitchen', 'Microwave', 'Range', 'Freezer']"
m6b2glh,Living Space,"['Carpet', 'Tile Floors', 'Vinyl Flooring', 'Family Room', 'Den', 'Vaulted Ceiling', 'Bay Window', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
m6b2glh,Security,"['Security System', 'Security System']"
173ymm4,Unique Features,"['Ceiling Fan', 'Disposal', 'Efficient Appliances', 'Electronic Thermostat', 'Extra Storage', 'High Ceilings', 'Large Closets', 'Recycling', 'View', 'Wheelchair Access']"
173ymm4,Pet Policy,"['Dogs Allowed:', 'Restrictions: No agressive breeds.  Contact Leasing office for details. $10 Monthly Pet Rent', '$150 Fee', '40 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '$10 Monthly Pet Rent', '$150 Fee', '40 lb Weight Limit', '2 Pet Limit']"
173ymm4,Parking,['Covered']
173ymm4,Property Information,"['Built in 2018', '259 Units/8 Stories']"
173ymm4,Lease Length,"['13, 14, 15']"
173ymm4,Services,"['Package Service', 'Maintenance on site']"
173ymm4,Interior,"['Elevator', 'Business Center', 'Clubhouse']"
173ymm4,Outdoor Space,"['Gated', 'Sundeck', 'Balcony']"
173ymm4,Fitness & Recreation,"['Fitness Center', 'Pool']"
173ymm4,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Cable Ready']"
173ymm4,Kitchen,"['Dishwasher', 'Disposal', 'Microwave', 'Refrigerator']"
173ymm4,Living Space,['Hardwood Floors']
173ymm4,Security,['Property Manager on Site']
m91mykk,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', 'Arched Dinning Room Entry', 'Artwork Niches', 'Black Appliances', 'Built In Computer Desks', 'Community Events', 'Custom Cabinets', 'Dog Park', 'Free Movie and Game Rentals', 'Garden Soaking Tubs', 'Juliette Balconies', 'LVT Flooring', 'One, Two and Three Bedroom Apartment Homes', 'Online Payments Available', 'Terrace Level - Back of Building', 'Tile Foyers', 'Trey Ceilings', 'Washer/ Dryer', 'We Love Pets']"
m91mykk,Pet Policy,"['Dogs Allowed', 'Comments: no aggressive 3 Pet Limit', 'Cats Allowed', '3 Pet Limit']"
m91mykk,Parking,"['Surface Lot', '1 space.', 'Garage']"
m91mykk,Property Information,"['Built in 2009', '298 Units/3 Stories']"
m91mykk,Lease Length,['None']
m91mykk,Services,"['Package Service', 'Maintenance on site', '24 Hour Availability']"
m91mykk,Interior,['Business Center']
m91mykk,Outdoor Space,"['Gated', 'Balcony']"
m91mykk,Fitness & Recreation,"['Fitness Center', 'Pool']"
m91mykk,Features,"['Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Heating', 'Fireplace']"
m91mykk,Kitchen,"['Island Kitchen', 'Range', 'Refrigerator']"
m91mykk,Living Space,"['Crown Molding', 'Walk-In Closets']"
m91mykk,Security,['Security System']
n0jdl2q,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', '6- STAR Customer Service Pledge', 'Artwork Niches', 'Built-in Telework Desk', 'Classic Apartment Homes', 'Close Access to I-20', 'Custom Cabinets', 'Flexible Lease Terms', 'High Ceilings', 'LVT Flooring', 'No Pet Rent', 'One, Two & Three Bedroom Apartment Homes', 'Oversized Closets', 'Renovated Apartments', 'Spanish Speaking Staff', 'Storage', 'Terrace Level - Back of Building', 'Terrace Level - Front of Building', 'Trey Ceilings']"
n0jdl2q,Pet Policy,"['Dogs and Cats Allowed', '45 lb Weight Limit', '2 Pet Limit']"
n0jdl2q,Parking,"['Surface Lot', '1 space.', 'Garage']"
n0jdl2q,Property Information,"['Built in 2002', '363 Units/3 Stories']"
n0jdl2q,Lease Length,['None']
n0jdl2q,Services,"['Package Service', 'Maintenance on site', '24 Hour Availability']"
n0jdl2q,Interior,['Business Center']
n0jdl2q,Outdoor Space,"['Gated', 'Balcony']"
n0jdl2q,Fitness & Recreation,"['Fitness Center', 'Pool']"
n0jdl2q,Features,"['Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Heating', 'Fireplace']"
n0jdl2q,Kitchen,"['Stainless Steel Appliances', 'Island Kitchen', 'Kitchen', 'Range', 'Refrigerator']"
n0jdl2q,Security,['Property Manager on Site']
xy6vc9q,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', 'All electric - no gas', 'Attached Private Garages Available', 'Classic Apartment Homes', 'Close to Six Flags Over Georgia', 'Community Events', 'Dog Park', 'Grey Trim Borders', 'High-Speed Internet', 'Luxury 1, 2 and 3 Bedroom Apartments', 'LVT Flooring', 'Natural Six-Acre Pond', 'Online Payments Available', 'Outside Storage', 'Oversize Closets', 'Renovated Apartment Homes', 'Renovated Homes', 'Spacious Walk in Closests', 'Spanish Speaking Staff', 'Storage', 'Terrace Level - Back of Building', 'Washer/ Dryers', 'We Love Pets!', 'Wesley Walk Away Program']"
xy6vc9q,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
xy6vc9q,Parking,"['Surface Lot', '1 space. Parking Available', 'Garage']"
xy6vc9q,Property Information,"['Built in 1997', '370 Units/4 Stories']"
xy6vc9q,Lease Length,['None']
xy6vc9q,Services,"['Package Service', 'Maintenance on site']"
xy6vc9q,Interior,"['Business Center', 'Clubhouse']"
xy6vc9q,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court', 'Volleyball Court']"
xy6vc9q,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Storage Units', 'Fireplace']"
xy6vc9q,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Range', 'Refrigerator']"
xy6vc9q,Living Space,"['Hardwood Floors', 'Crown Molding', 'Vaulted Ceiling', 'Walk-In Closets', 'Window Coverings']"
xy6vc9q,Outdoor Space,"['Balcony', 'Patio']"
xy6vc9q,Security,"['Controlled Access', 'Security System']"
307f0sd,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', '6- STAR Customer Service Pledge', 'Artwork Niches', 'Black Appliances', 'Built-in Telework Desk', 'Classic Apartment Homes', 'Convenient Access to I-20', 'Custom Cabinets', 'Cyber Cafe', 'Garden Soaking Tubs', 'Hard Surface Floors', 'No Pet Rent', 'One, Two & Three Bedroom Apartments', 'Spanish Speaking Staff', 'Storages', 'Terrace Level - Back of Building', 'Track Lighting', 'Upgraded Apartment Homes']"
307f0sd,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
307f0sd,Parking,"['Surface Lot', '1 space; Assigned Parking.', 'Garage: $120', 'Assigned Parking.', 'Other']"
307f0sd,Property Information,"['Built in 2006', '579 Units/3 Stories']"
307f0sd,Lease Length,['None']
307f0sd,Services,"['Package Service', '24 Hour Availability']"
307f0sd,Outdoor Space,"['Gated', 'Balcony']"
307f0sd,Fitness & Recreation,"['Fitness Center', 'Pool', 'Tennis Court']"
307f0sd,Features,"['Washer/Dryer - In Unit', 'Heating', 'Fireplace']"
307f0sd,Kitchen,"['Island Kitchen', 'Kitchen', 'Range', 'Refrigerator']"
307f0sd,Living Space,['Walk-In Closets']
sslx465,Unique Features,"['1, 2 and 3 Bedroom Apartments', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '6-STAR Customer Service Pledge', 'Black Appliances', 'Classic Apartment Homes', 'Close to Six Flags Over Georgia', 'First Floor - Back of Building', 'First Floor - Front of Building', 'Gas Range', 'High-Speed Internet', 'No Pet Rent', 'Pets', 'Renovated Apartment Homes', 'Renovated Apartments', 'Resident Lounge', 'Roommate Plan', 'Terrace Level - Back of Building', 'Upgraded Black Appliances', 'Upgraded Cabinets *Select Homes']"
sslx465,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
sslx465,Parking,"['Surface Lot', '2 spaces. Parking Available', 'Other']"
sslx465,Property Information,"['Built in 1986', '466 Units/3 Stories']"
sslx465,Lease Length,['None']
sslx465,Services,"['Package Service', 'Maintenance on site', '24 Hour Availability']"
sslx465,Interior,['Business Center']
sslx465,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
sslx465,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Tub/Shower', 'Fireplace']"
sslx465,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Range', 'Refrigerator']"
sslx465,Living Space,"['Hardwood Floors', 'Sunroom', 'Vaulted Ceiling', 'Walk-In Closets', 'Window Coverings']"
sslx465,Outdoor Space,['Balcony']
sslx465,Security,['Security System']
vsnlkhg,Unique Features,"['29 Unique Floor Plans to Accommodate Your Needs!', '84 Walkability Score', 'A Finch Living Community', 'Credit Card Payments Accepted', 'Exclusive Resident Perks*', 'Expansive windows', 'Furnished Apartment Homes *', 'Less than 2 miles away from Downtown Atlanta', 'Nest Thermostats', 'Online Payments Available', 'Parcel Locker Service', 'Retail with Abundant Shopping and Dining Options', 'Smooth Ceramic Glass Cooktops', 'Studios, One and Two-bedrooms', 'Wood-Style Plank Flooring in Living Areas', 'Yoga and Spin Studio']"
vsnlkhg,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: No Aggressive Breeds $20 Monthly Pet Rent', '2 Pet Limit']"
vsnlkhg,Parking,"['Covered: $25', '1 space. Additional Space', 'Other: $100', '1 space. Reserved Space']"
vsnlkhg,Property Information,"['Built in 2016', '285 Units/7 Stories']"
vsnlkhg,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14']"
vsnlkhg,Services,"['Wi-Fi at Pool and Clubhouse', 'Trash Pickup - Door to Door', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Pet Play Area', 'Pet Washing Station']"
vsnlkhg,Interior,"['Clubhouse', 'Storage Space', 'Disposal Chutes']"
vsnlkhg,Outdoor Space,"['Roof Terrace', 'Cabana', 'Courtyard', 'Grill', 'Balcony', 'Patio']"
vsnlkhg,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Bike Storage', 'Basketball Court']"
vsnlkhg,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Heating', 'Ceiling Fans', 'Tub/Shower', 'Framed Mirrors']"
vsnlkhg,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Pantry', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
vsnlkhg,Living Space,"['Carpet', 'Tile Floors', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Window Coverings']"
vsnlkhg,Security,"['Controlled Access', 'Property Manager on Site']"
8c15dh3,Unique Features,"['Designer Hardware & Lighting Package', 'Granite-Like Countertops', 'Hardwood-Style Flooring', 'Modern White Shaker-Style Cabinetry', 'Online Payments Available', 'Open & Spacious Floorplans', 'Pet-Friendly Community', 'Private Entrance', 'Spacious Bedrooms With Large Closets']"
8c15dh3,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: Some breed & other restrictions may apply. Please call for more details. Comments: The Parkton is a pet-friendly community! Dogs & cats welcome!  Limit: 2 pets per apartment home\\xa0 Deposit: $300 per pet/due at time of move-in ($150 refundable) Monthly Rent: $25 per pet $150 Deposit', '$25 Monthly Pet Rent', '$150 Fee', '35 lb Weight Limit', '2 Pet Limit']"
8c15dh3,Parking,"['Surface Lot', '1 space.', 'Other']"
8c15dh3,Property Information,"['Built in 2001', 'Renovated in Nov 2018', '137 Units/2 Stories']"
8c15dh3,Lease Length,['None']
8c15dh3,Services,"['Maintenance on site', 'Recycling', 'Online Services']"
8c15dh3,Interior,"['Clubhouse', 'Lounge', 'Storage Space']"
8c15dh3,Outdoor Space,['Gated']
8c15dh3,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
8c15dh3,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Tub/Shower']"
8c15dh3,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Freezer']"
8c15dh3,Living Space,"['Hardwood Floors', 'Carpet', 'Walk-In Closets', 'Window Coverings']"
8c15dh3,Security,"['Controlled Access', 'Property Manager on Site', 'Security System']"
5rq7f2m,Unique Features,"['Ample Cabinet & Countertop Space', 'Central Air-Conditioning', 'Curved Shower Rods*', 'Gazebo & Outdoor Sitting Areas', 'Near Fort Benning Military Reservation', 'On-Site, Professional Management Team', 'Open & Spacious Floorplans', 'Outdoor Community Playground', 'Pet-Friendly Community', 'Preferred Employer & Active Military Discount*', 'Refreshed Building Exteriors', 'Spacious Closets']"
5rq7f2m,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: All pets must be at least 1 year old at time of move-in. Some breed & other restrictions may apply. Please call for more details. Comments: Liberty Commons is a Pet-Friendly Community! Dogs & Cats Welcome!  Limit: 2 pets per apartment home\\xa0| Pet Deposit: $150 per pet/due at time of move-in (refundable) | Pet Fee: $150 per pet/due at time of move in (non-refundable) | Monthly Rent: $25... $150 Deposit', '$25 Monthly Pet Rent', '$150 Fee', '2 Pet Limit']"
5rq7f2m,Parking,"['Surface Lot', '1 space.', 'Other']"
5rq7f2m,Property Information,"['Built in 2004', '172 Units/3 Stories']"
5rq7f2m,Lease Length,['12']
5rq7f2m,Services,"['Maintenance on site', 'Online Services']"
5rq7f2m,Interior,['Clubhouse']
5rq7f2m,Outdoor Space,"['Courtyard', 'Yard', 'Grill']"
5rq7f2m,Fitness & Recreation,"['Fitness Center', 'Pool']"
5rq7f2m,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Cable Ready', 'Tub/Shower', 'Wheelchair Accessible (Rooms)']"
5rq7f2m,Kitchen,"['Kitchen', 'Oven', 'Refrigerator']"
5rq7f2m,Living Space,['Window Coverings']
5rq7f2m,Security,['Property Manager on Site']
dw8sbjh,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', 'All Electric Appliances', 'BBQ/Picnic Area', 'Black Appliances', 'Ceiling Fan', 'Classic Apartment Homes', 'French Doors', 'Garages', 'GE Appliances', 'Libraries in select homes', 'No Pet Rent', 'One. Two, Three & Four Bedroom Apartment Homes', 'Oversize Closet', 'Renovated Apartments', 'Renovated Unit', 'Spanish Speaking Staff', 'Terrace Level', 'Upgraded Unit']"
dw8sbjh,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
dw8sbjh,Parking,"['Surface Lot', '1 space.', 'Other']"
dw8sbjh,Property Information,"['Built in 1998', '343 Units/3 Stories']"
dw8sbjh,Lease Length,"['6, 7, 8, 9, 10, 11, 12']"
dw8sbjh,Services,"['Package Service', 'Maintenance on site', '24 Hour Availability', 'Car Wash Area']"
dw8sbjh,Interior,['Business Center']
dw8sbjh,Outdoor Space,"['Gated', 'Balcony', 'Patio']"
dw8sbjh,Fitness & Recreation,"['Fitness Center', 'Pool', 'Tennis Court']"
dw8sbjh,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Heating', 'Fireplace']"
dw8sbjh,Kitchen,"['Dishwasher', 'Granite Countertops', 'Stainless Steel Appliances', 'Range']"
dw8sbjh,Living Space,"['Hardwood Floors', 'Sunroom', 'Vaulted Ceiling']"
dw8sbjh,Security,"['Property Manager on Site', 'Security System']"
xrd6csp,Unique Features,"['1st Floor - Back of Building', '1st Floor - Front of Building', '24 Hour Emergency Maintenance', '2nd Floor - Back of Building', '2nd Floor - Front of Building', '3rd Floor - Back of Building', '3rd Floor - Front of Building', 'Brushed Nickel Finishes', 'Built-in Bookcases', 'Ceiling Fan', 'Large Closets', 'Mirrored Accent Walls', 'No Pet Rent', 'Online Payments Available', 'Oversized Oval Tubs', 'Picnic Area', 'Renovated Apartments', 'Resident Events', 'Short Term Lease', 'Spanish Speaking Staff', 'Strengthening Center', 'Terrace Level - Back of Building', 'Yoga Studio']"
xrd6csp,Pet Policy,"['Dogs and Cats Allowed', '2 Pet Limit']"
xrd6csp,Parking,"['Surface Lot', '1 space.', 'Garage']"
xrd6csp,Property Information,"['Built in 1996', '504 Units/3 Stories']"
xrd6csp,Lease Length,"['6, 7, 8, 9, 10, 11, 12']"
xrd6csp,Services,"['Package Service', '24 Hour Availability']"
xrd6csp,Interior,['Clubhouse']
xrd6csp,Outdoor Space,"['Gated', 'Courtyard', 'Grill', 'Balcony']"
xrd6csp,Fitness & Recreation,"['Fitness Center', 'Pool', 'Tennis Court']"
xrd6csp,Features,"['Heating', 'Fireplace']"
xrd6csp,Kitchen,"['Stainless Steel Appliances', 'Range']"
xrd6csp,Living Space,"['Hardwood Floors', 'Crown Molding', 'Vaulted Ceiling']"
xrd6csp,Security,['Security System']
k8312yc,Unique Features,"['BBQ/Picnic Area', 'Ceiling Fan', 'Disposal', 'Efficient Appliances', 'Extra Storage', 'High Ceilings', 'Large Closets', 'View']"
k8312yc,Pet Policy,"['Dogs Allowed:', 'Restrictions: YES Comments: Breed Restricted $10 Monthly Pet Rent', '$300 Fee', '45 lb Weight Limit', '1 Pet Limit', 'Must Be Spayed/Neutered', 'Cats Allowed', 'Comments: No more than 2 pets per unit $10 Monthly Pet Rent', '$300 Fee', '25 lb Weight Limit', '2 Pet Limit', 'Must Be Spayed/Neutered']"
k8312yc,Parking,"['Garage: $100', 'Detached garages available for $100 per month.']"
k8312yc,Property Information,"['Built in 1998', '192 Units/3 Stories']"
k8312yc,Lease Length,"['12, 13']"
k8312yc,Services,"['Package Service', 'Laundry Facilities', 'Maintenance on site', 'Trash Pickup - Door to Door', 'Laundry Service', 'Car Wash Area']"
k8312yc,Interior,"['Business Center', 'Clubhouse', 'Storage Space']"
k8312yc,Outdoor Space,"['Gated', 'Sundeck', 'Grill', 'Balcony', 'Patio', 'Grill']"
k8312yc,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
